ProsperScore,LoanOriginalAmount,LP_CustomerPrincipalPayments,StatedMonthlyIncome,Completed,ProsperRating (Alpha),LoanStatus
,5500,5500.0,2875.0,1,,Completed
,4450,4450.0,7940.0,1,,Completed
,2000,2000.02,5000.0,1,,Completed
,3000,3000.0,2460.0,1,,Completed
10.0,3500,3500.0,3333.333333,1,AA,Completed
,1500,1390.43,3333.333333,1,,Completed
,3000,3018.93,10000.0,1,,Completed
,11490,11489.98,3716.666667,1,,Completed
,4500,337.1,7083.333333,0,,Defaulted
8.0,3000,3000.0,6333.333333,1,C,Completed
5.0,15000,15000.0,12204.666667,1,D,Completed
9.0,10000,10000.0,5583.333333,1,A,Completed
8.0,15000,15000.0,8750.0,1,,Completed
7.0,1500,1500.0,4083.333333,1,D,Completed
,3001,220.82,2083.333333,0,,Defaulted
,3700,3700.0,8333.333333,1,,Completed
2.0,4000,4000.0,6666.666667,1,E,Completed
,25000,11238.54,7083.333333,0,,Defaulted
5.0,1000,1000.0,2666.666667,1,HR,Completed
7.0,12500,12500.0,6666.666667,1,C,Completed
7.0,2700,2699.99,2253.333333,1,,Completed
,4850,4850.02,1908.166667,1,,Completed
,5000,5000.0,14000.0,1,,Completed
8.0,7500,7500.0,10000.0,1,D,Completed
,5500,893.63,833.333333,0,,Defaulted
8.0,6000,6000.0,4333.333333,1,A,Completed
9.0,11250,11250.0,16333.333333,1,A,Completed
8.0,2000,2000.0,3750.0,1,,Completed
,10000,2890.19,2287.583333,0,,Defaulted
,3001,3000.9,3532.333333,1,,Completed
,5000,5000.0,8333.333333,1,,Completed
,1250,1250.0,0.0,1,,Completed
9.0,5200,5200.0,3750.0,1,A,Completed
,5000,5000.03,8333.333333,1,,Completed
8.0,7100,7100.0,5508.333333,1,C,Completed
,3100,3100.0,3862.5,1,,Completed
10.0,1000,1000.01,4583.333333,1,AA,Completed
,7000,1469.78,3000.0,0,,Defaulted
,3000,0.0,3833.333333,0,,Defaulted
,1200,1200.0,0.0,1,,Completed
,10500,10500.0,5000.0,1,,Completed
9.0,1300,1300.0,3416.666667,1,C,Completed
,8500,8500.01,5833.333333,1,,Completed
10.0,2000,2000.0,4166.666667,1,AA,Completed
,8000,4191.25,8333.333333,0,,Defaulted
,3500,3499.66,4666.666667,1,,Completed
,10000,10000.0,2583.333333,1,,Completed
,2000,2000.0,7000.0,1,,Completed
,3000,3000.02,3852.75,1,,Completed
9.0,8000,8000.0,8951.833333,1,A,Completed
,15000,15000.0,6250.0,1,,Completed
10.0,2000,2000.0,7166.666667,1,AA,Completed
,3000,3000.0,1666.666667,1,,Completed
,2800,2799.98,2805.166667,1,,Completed
2.0,6000,6000.0,2083.333333,1,D,Completed
,4000,4000.0,5000.0,1,,Completed
10.0,3500,3500.01,5153.0,1,C,Completed
3.0,4000,4000.0,3000.0,1,HR,Completed
6.0,12000,12000.0,2500.0,1,D,Completed
10.0,1000,1000.0,10236.583333,1,AA,Completed
,6000,6000.02,3433.666667,1,,Completed
9.0,3000,3000.0,2083.333333,1,A,Completed
8.0,3900,3900.0,3750.0,1,A,Completed
9.0,8000,8000.0,8500.0,1,,Completed
,5500,5298.91,4166.666667,1,,Completed
,2500,72.46,4166.666667,0,,Defaulted
5.0,7500,7500.0,6814.083333,1,E,Completed
,1400,1400.0,1666.666667,1,,Completed
,13000,13000.0,7084.0,1,,Completed
7.0,10500,10500.0,3750.0,1,C,Completed
2.0,7000,7000.0,5132.5,1,D,Completed
,3000,2999.74,0.083333,0,,Defaulted
,4000,4000.0,11416.666667,1,,Completed
6.0,12000,12000.0,8333.333333,1,D,Completed
,1200,73.87,1991.666667,0,,Defaulted
,2000,42.87,6628.583333,0,,Defaulted
7.0,2000,2000.0,2500.0,1,C,Completed
3.0,4000,4000.0,11525.0,1,HR,Completed
,5000,603.2,5833.333333,0,,Defaulted
,5500,5499.99,5000.0,1,,Completed
2.0,2000,2000.0,2750.0,1,E,Completed
,3800,3800.0,4708.333333,1,,Completed
8.0,3500,3500.0,3895.833333,1,,Completed
8.0,15000,15000.0,7083.333333,1,,Completed
,3550,3550.0,3166.666667,1,,Completed
4.0,10000,10000.0,2864.333333,1,,Completed
,8000,8000.0,9583.333333,1,,Completed
6.0,6500,6500.0,4620.0,1,E,Completed
,5100,5099.98,5300.583333,1,,Completed
,9999,9999.0,2416.666667,1,,Completed
7.0,2000,2000.0,3500.0,1,C,Completed
,1400,1400.0,2240.0,1,,Completed
,1500,1500.0,3446.416667,1,,Completed
10.0,5000,5000.0,7500.0,1,AA,Completed
7.0,5000,4999.48,3750.0,1,D,Completed
,3000,2999.96,2551.416667,1,,Completed
7.0,4000,4000.0,6250.0,1,D,Completed
,2000,2000.02,2691.666667,1,,Completed
4.0,5384,5383.74,3333.333333,1,E,Completed
4.0,3000,3000.0,3000.0,1,D,Completed
,3500,3500.0,3416.666667,1,,Completed
,2700,2699.99,5416.666667,1,,Completed
,9000,2708.32,3000.0,0,,Defaulted
,10000,564.24,7601.333333,0,,Defaulted
,12000,12000.0,3000.0,1,,Completed
,3400,3400.01,4955.833333,1,,Completed
,10000,10000.0,2500.0,1,,Completed
,4500,4500.0,2500.0,1,,Completed
7.0,6000,6000.0,1000.0,1,D,Completed
,4000,4000.01,3750.0,1,,Completed
,7500,7500.0,6480.0,1,,Completed
,4000,4018.1,2916.666667,1,,Completed
,4250,4249.98,5862.5,1,,Completed
3.0,2500,2500.0,6250.0,1,E,Completed
,1800,239.21,2916.666667,0,,Defaulted
,3000,3000.0,5250.0,1,,Completed
,3000,3000.0,8333.333333,1,,Completed
,3500,3500.0,3208.333333,1,,Completed
9.0,2000,2000.0,6250.0,1,A,Completed
,3500,3499.17,3677.333333,1,,Completed
5.0,8000,8000.0,6250.0,1,D,Completed
7.0,10000,10000.0,4833.333333,1,C,Completed
,1000,999.99,1600.0,1,,Completed
,1000,1000.0,3399.666667,1,,Completed
8.0,3000,2999.91,3208.333333,1,A,Completed
,5000,5000.0,4065.0,1,,Completed
,1000,207.98,1000.0,0,,Defaulted
,10000,9999.99,4083.333333,1,,Completed
,8500,8500.0,3250.0,1,,Completed
,14000,10663.79,3500.0,0,,Defaulted
4.0,4000,4000.0,4658.5,1,HR,Completed
,5000,5000.0,4916.666667,1,,Completed
7.0,2500,2500.0,7217.583333,1,D,Completed
,7000,6999.98,0.0,1,,Completed
5.0,5000,5000.0,3083.333333,1,D,Completed
6.0,13323,13323.44,4416.666667,1,D,Completed
,5000,5000.0,8041.666667,1,,Completed
4.0,4000,4000.0,6250.0,1,HR,Completed
,4500,3966.68,2000.0,1,,Completed
4.0,4000,3999.57,8333.333333,1,E,Completed
9.0,3200,3200.0,4333.333333,1,A,Completed
6.0,2000,1999.99,5833.333333,1,HR,Completed
4.0,2500,512.97,175.0,0,E,Defaulted
8.0,7000,7000.0,8333.333333,1,C,Completed
,4000,2776.72,2146.666667,0,,Defaulted
,1500,1500.0,500.0,1,,Completed
,5000,5000.0,4395.166667,1,,Completed
,3001,3001.0,5000.0,1,,Completed
8.0,17500,792.45,6666.666667,0,A,Defaulted
10.0,9000,8999.99,10041.666667,1,AA,Completed
,1000,1000.0,18333.333333,1,,Completed
8.0,10000,9999.99,5416.666667,1,,Completed
2.0,7500,7500.0,2916.666667,1,E,Completed
,1500,1500.0,3783.666667,1,,Completed
,5000,4999.99,2833.333333,1,,Completed
9.0,10000,10000.0,6000.0,1,A,Completed
,1250,1250.0,2583.333333,1,,Completed
8.0,4250,4249.83,1333.333333,1,A,Completed
2.0,4000,4000.0,2916.666667,1,HR,Completed
4.0,7500,7499.99,4466.666667,1,E,Completed
8.0,15000,15000.0,14583.333333,1,,Completed
5.0,2000,1999.99,2166.666667,1,C,Completed
,1500,1500.0,3.333333,1,,Completed
,5400,5400.0,4160.0,1,,Completed
,3000,3020.89,13250.0,1,,Completed
,2550,191.73,7083.333333,0,,Defaulted
2.0,4000,4000.01,4612.166667,1,HR,Completed
,9000,1029.46,2833.333333,0,,Defaulted
5.0,7500,7500.0,6000.0,1,E,Completed
,6500,6500.0,2500.0,1,,Completed
,2551,2551.0,4083.333333,1,,Completed
8.0,13500,13499.99,17083.333333,1,AA,Completed
4.0,4000,4000.0,9500.0,1,HR,Completed
,2000,1999.9,3416.666667,1,,Completed
,3800,3800.0,4358.333333,1,,Completed
4.0,2250,2249.99,4583.333333,1,,Completed
,8500,8500.02,4173.333333,1,,Completed
,6000,2568.72,3333.333333,0,,Defaulted
,1000,1000.0,1416.666667,1,,Completed
,6000,6001.46,3183.666667,1,,Completed
,7500,7499.99,6250.0,1,,Completed
,6000,6036.28,6000.0,1,,Completed
6.0,7350,7350.0,2916.666667,1,E,Completed
,3000,214.38,1916.666667,0,,Defaulted
,2550,2550.0,5000.0,1,,Completed
8.0,3500,3500.0,8291.666667,1,,Completed
8.0,7500,7500.0,8750.0,1,,Completed
6.0,7000,7000.0,3916.666667,1,D,Completed
,10000,10000.0,5280.75,1,,Completed
,7000,7000.0,0.083333,1,,Completed
,1400,1400.0,1200.0,1,,Completed
8.0,10000,10000.0,4583.333333,1,AA,Completed
,4600,4600.0,3083.333333,1,,Completed
,4500,4500.0,4416.666667,1,,Completed
5.0,9500,9500.0,4000.0,1,D,Completed
,1000,999.98,3333.333333,1,,Completed
,15000,15000.0,5000.0,1,,Completed
,3500,3500.0,3750.0,1,,Completed
6.0,5500,5500.0,4000.0,1,D,Completed
,3500,3500.04,7166.666667,1,,Completed
,2500,2500.0,4166.666667,1,,Completed
,2500,176.82,1000.0,0,,Defaulted
7.0,12000,0.0,4583.333333,0,D,Defaulted
3.0,4000,4000.0,6666.666667,1,HR,Completed
,10000,357.91,5666.666667,0,,Defaulted
,2000,2000.0,2083.333333,1,,Completed
8.0,3000,3000.0,3333.333333,1,,Completed
4.0,5000,5000.0,2666.666667,1,E,Completed
,1000,1000.0,12500.0,1,,Completed
,12000,12000.0,4000.0,1,,Completed
3.0,4000,3999.99,2916.666667,1,D,Completed
,6000,5999.98,3333.333333,1,,Completed
,1200,1200.0,7083.333333,1,,Completed
,16000,8959.55,3539.75,0,,Defaulted
,2551,2551.0,2416.666667,1,,Completed
4.0,14500,14500.0,6750.0,1,C,Completed
,9800,9799.99,4333.333333,1,,Completed
3.0,1200,1200.0,3708.333333,1,HR,Completed
5.0,6000,6000.0,3000.0,1,C,Completed
,5000,1683.84,375.0,0,,Defaulted
3.0,7500,7500.0,18550.0,1,E,Completed
,3000,3000.02,9166.666667,1,,Completed
2.0,4000,4000.0,6666.666667,1,E,Completed
6.0,2200,2200.0,2250.0,1,,Completed
,3000,2999.98,13625.0,1,,Completed
,2840,2840.0,6250.0,1,,Completed
,3001,3001.0,3000.0,1,,Completed
7.0,6000,6000.0,8166.666667,1,D,Completed
6.0,3000,3000.0,5000.0,1,D,Completed
7.0,15000,15000.0,3416.666667,1,C,Completed
,2550,2550.0,1916.666667,1,,Completed
,3000,175.99,2773.333333,0,,Defaulted
,3000,3000.01,13333.333333,1,,Completed
,2500,2500.0,2333.333333,1,,Completed
8.0,4000,4000.01,3166.666667,1,,Completed
8.0,2000,2000.0,7916.666667,1,A,Completed
7.0,1000,1000.01,2708.333333,1,D,Completed
,5000,5000.0,3333.333333,1,,Completed
,7500,1003.13,2329.166667,0,,Defaulted
7.0,10000,2335.07,4798.666667,0,D,Defaulted
7.0,15000,15000.0,15000.0,1,C,Completed
8.0,2000,1999.99,4333.333333,1,C,Completed
7.0,6500,101.04,12500.0,0,D,Defaulted
8.0,2000,2000.0,7083.333333,1,,Completed
6.0,10000,10000.0,3333.333333,1,D,Completed
,6001,6001.0,4250.0,1,,Completed
6.0,4000,4000.0,4250.0,1,E,Completed
,3500,3500.0,3266.666667,1,,Completed
,6000,6002.56,4488.833333,1,,Completed
,2000,2000.0,4169.333333,1,,Completed
6.0,10000,987.4,3000.0,0,D,Defaulted
7.0,7000,7000.0,3583.333333,1,C,Completed
6.0,5000,4999.25,2750.0,1,E,Completed
,4000,83.46,0.083333,0,,Defaulted
9.0,5000,5000.0,10833.333333,1,A,Completed
,6000,6000.0,9583.333333,1,,Completed
,10000,9999.99,3883.333333,1,,Completed
7.0,4500,4500.0,3100.0,1,C,Completed
9.0,5000,5000.0,4000.0,1,A,Completed
,6001,6001.0,2891.666667,1,,Completed
3.0,7500,7499.99,7666.666667,1,E,Completed
,5400,5233.32,4250.0,1,,Completed
,5000,4999.99,1600.0,1,,Completed
7.0,3500,3500.0,4333.333333,1,D,Completed
6.0,15000,15000.0,8750.0,1,D,Completed
6.0,15000,15000.0,7000.0,1,,Completed
6.0,7000,7000.0,7833.333333,1,C,Completed
6.0,4500,4500.0,2750.0,1,C,Completed
,10000,2798.19,3150.0,0,,Defaulted
,2000,2000.02,8550.416667,1,,Completed
,23500,1182.48,0.0,0,,Defaulted
,5000,4999.99,7500.0,1,,Completed
6.0,4000,4000.0,2746.25,1,C,Completed
4.0,5000,5000.0,3151.0,1,HR,Completed
,2500,2691.47,4166.666667,1,,Completed
8.0,4500,4500.0,3633.333333,1,,Completed
6.0,2000,1999.99,3587.5,1,C,Completed
,3300,3300.0,2355.0,1,,Completed
,1000,1000.0,3958.333333,1,,Completed
,2500,2500.0,5841.666667,1,,Completed
7.0,2000,1999.57,6666.666667,1,,Completed
10.0,10000,10000.01,5000.0,1,AA,Completed
5.0,5500,5500.0,2122.75,1,E,Completed
8.0,1300,1300.0,916.666667,1,,Completed
,4000,4000.0,2916.666667,1,,Completed
9.0,12852,12851.99,5666.666667,1,A,Completed
7.0,8500,8500.0,5000.0,1,C,Completed
6.0,8500,8500.0,3750.0,1,,Completed
,4500,4500.0,264.166667,1,,Completed
6.0,3500,3500.0,2000.0,1,E,Completed
,2500,2500.0,2500.0,1,,Completed
,2000,1999.94,2666.666667,1,,Completed
7.0,3000,3000.0,2608.333333,1,D,Completed
8.0,3500,3500.0,2166.666667,1,,Completed
7.0,4000,4000.0,2166.666667,1,D,Completed
,2000,2000.0,7500.0,1,,Completed
5.0,7000,7000.0,3083.333333,1,E,Completed
8.0,4000,4000.0,6500.0,1,D,Completed
,2000,1999.99,2083.333333,1,,Completed
8.0,5000,4999.99,3333.333333,1,,Completed
,1800,1800.0,4791.666667,1,,Completed
,3500,3500.0,5333.333333,1,,Completed
,2500,960.45,2141.75,0,,Defaulted
,6001,6001.0,5416.666667,1,,Completed
,8000,1045.05,2250.0,0,,Defaulted
,2000,515.1,2083.333333,0,,Defaulted
,3500,3500.0,5083.333333,1,,Completed
,4200,4200.0,8333.333333,1,,Completed
,1200,1200.0,0.0,1,,Completed
9.0,7200,7200.0,4000.0,1,A,Completed
,1500,1500.0,6666.666667,1,,Completed
9.0,3275,3275.01,5500.0,1,A,Completed
8.0,2500,2500.0,5416.666667,1,C,Completed
8.0,4000,3999.99,8666.666667,1,E,Completed
8.0,7000,7000.0,4750.0,1,D,Completed
,7500,7499.99,3333.333333,1,,Completed
,11500,11500.0,4166.666667,1,,Completed
,1500,1500.0,5666.666667,1,,Completed
6.0,2500,2500.0,4475.0,1,E,Completed
,1000,1000.0,2666.666667,1,,Completed
8.0,1000,1000.0,925.0,1,D,Completed
,2000,2000.04,2666.666667,1,,Completed
4.0,2000,2000.01,3333.333333,1,HR,Completed
9.0,4000,4000.0,2075.0,1,A,Completed
,6500,6500.0,3040.25,1,,Completed
,2250,2249.99,4750.0,1,,Completed
9.0,15000,15000.0,18333.333333,1,A,Completed
8.0,7400,7400.0,4355.166667,1,,Completed
,15000,3182.88,2916.666667,0,,Defaulted
10.0,5177,5177.0,5833.333333,1,AA,Completed
,6500,6500.02,4703.0,1,,Completed
6.0,4000,4000.0,3333.333333,1,E,Completed
6.0,4000,4000.0,6416.666667,1,E,Completed
,20000,4694.68,6833.333333,0,,Defaulted
,7500,2860.09,3208.333333,0,,Defaulted
,2500,2500.0,5166.666667,1,,Completed
4.0,2500,2500.0,8070.833333,1,HR,Completed
8.0,4000,4000.0,6666.666667,1,,Completed
,1025,1025.01,3523.25,1,,Completed
,4200,780.95,3750.0,0,,Defaulted
8.0,2000,2000.0,3000.0,1,A,Completed
,1500,1494.34,2083.333333,1,,Completed
6.0,4000,4000.0,776.916667,1,D,Completed
8.0,3500,3500.0,1000.0,1,,Completed
,2550,2550.0,1666.666667,1,,Completed
9.0,3000,3000.0,3583.333333,1,A,Completed
2.0,10000,9999.99,9962.0,1,D,Completed
,1500,1499.99,2833.333333,1,,Completed
,1000,1000.0,2398.75,1,,Completed
3.0,3282,3282.13,2200.0,1,HR,Completed
,4500,4500.0,3500.0,1,,Completed
,5000,4999.73,208.333333,1,,Completed
5.0,5000,5000.0,4666.666667,1,D,Completed
,8600,8600.0,4166.666667,1,,Completed
9.0,10000,10000.0,10833.333333,1,AA,Completed
,4600,4327.93,10416.666667,1,,Completed
,8000,7999.99,8333.416667,1,,Completed
8.0,2200,2199.99,1500.0,1,A,Completed
8.0,6000,6000.0,6250.0,1,,Completed
9.0,9000,9000.0,5833.333333,1,A,Completed
8.0,5000,5000.0,3293.333333,1,C,Completed
10.0,3500,3499.99,3166.666667,1,AA,Completed
8.0,7000,7000.0,3100.0,1,D,Completed
,2500,203.44,2772.833333,0,,Defaulted
,6001,6001.0,0.083333,1,,Completed
,7500,7500.0,0.083333,1,,Completed
,4000,4000.0,7197.666667,1,,Completed
8.0,10000,10000.01,7083.333333,1,A,Completed
9.0,2000,1999.05,5169.416667,1,A,Completed
3.0,4000,4000.0,5416.666667,1,HR,Completed
6.0,3000,3000.0,6916.666667,1,HR,Completed
,1000,123.13,10833.333333,0,,Defaulted
9.0,15000,15000.0,3916.666667,1,A,Completed
,1000,999.98,2166.666667,1,,Completed
8.0,2500,2500.0,4166.666667,1,,Completed
7.0,15000,15000.0,10000.0,1,C,Completed
,3000,3000.0,3000.0,1,,Completed
6.0,8000,7999.99,3333.333333,1,D,Completed
,1000,1000.0,1616.666667,1,,Completed
6.0,7000,2432.68,3250.0,0,D,Defaulted
,10000,10000.02,5000.0,1,,Completed
9.0,5000,5000.01,2916.666667,1,A,Completed
7.0,5000,4999.99,6750.0,1,D,Completed
9.0,1200,1200.0,4833.333333,1,C,Completed
,4000,3999.28,1083.333333,1,,Completed
6.0,13000,13000.0,4500.0,1,D,Completed
,5000,4999.75,16666.666667,1,,Completed
2.0,7500,7500.0,4583.333333,1,E,Completed
,5000,936.87,1833.333333,0,,Defaulted
,7750,7756.75,5000.0,1,,Completed
,3500,3500.0,1583.333333,1,,Completed
4.0,3000,2999.99,4553.583333,1,HR,Completed
6.0,5000,5000.0,8666.666667,1,D,Completed
2.0,2000,1999.56,3333.333333,1,HR,Completed
,1000,1000.0,2750.0,1,,Completed
9.0,5000,5000.0,6583.333333,1,A,Completed
,1000,1001.22,1666.666667,1,,Completed
6.0,7000,7000.0,7083.333333,1,D,Completed
8.0,15000,15000.0,14583.333333,1,,Completed
6.0,3000,3000.0,4916.666667,1,E,Completed
,3000,3000.0,2166.666667,1,,Completed
,5000,5000.0,3333.333333,1,,Completed
7.0,8500,8500.0,3500.0,1,C,Completed
,1800,304.72,3141.666667,0,,Defaulted
,6000,6000.02,5000.0,1,,Completed
2.0,4000,4000.0,11250.0,1,E,Completed
,4000,1214.05,6833.333333,0,,Defaulted
,5000,5000.0,9166.666667,1,,Completed
,5150,5150.0,7916.666667,1,,Completed
,1000,1000.0,2166.666667,1,,Completed
,2500,2500.0,10833.333333,1,,Completed
,7500,7500.03,1416.666667,1,,Completed
,10000,10000.0,2166.666667,1,,Completed
7.0,2500,2500.0,5916.666667,1,E,Completed
9.0,15000,1085.08,8583.333333,0,,Defaulted
,7000,7000.0,3000.0,1,,Completed
7.0,6000,5999.99,6250.0,1,D,Completed
6.0,9000,9000.0,2000.0,1,D,Completed
4.0,5500,785.03,2500.0,0,HR,Defaulted
,5000,4223.9,5833.333333,0,,Defaulted
,1000,1000.0,4660.0,1,,Completed
5.0,15000,14999.99,4583.333333,1,C,Completed
,2000,2000.01,2600.0,1,,Completed
3.0,2400,509.94,4308.333333,0,E,Defaulted
4.0,3000,3000.0,5166.666667,1,,Completed
,6000,6000.0,10833.333333,1,,Completed
,4000,4000.0,3369.583333,1,,Completed
8.0,5930,5930.0,8333.333333,1,A,Completed
8.0,10000,10000.0,7083.333333,1,A,Completed
9.0,1000,1000.0,3150.0,1,C,Completed
8.0,1000,1000.0,1408.333333,1,C,Completed
,3000,0.0,6250.0,0,,Defaulted
4.0,7000,7000.0,4083.333333,1,E,Completed
,9000,8999.99,3500.0,1,,Completed
5.0,6000,5999.99,5000.0,1,,Completed
,6000,5999.04,3731.333333,1,,Completed
6.0,2000,2000.0,3900.0,1,,Completed
8.0,4000,3999.99,2750.0,1,A,Completed
1.0,4000,4000.0,2500.0,1,HR,Completed
8.0,13000,12999.96,6547.833333,1,A,Completed
,2025,129.31,1791.666667,0,,Defaulted
,2000,2000.0,7083.333333,1,,Completed
5.0,13500,13500.0,1916.666667,1,D,Completed
7.0,5000,5000.0,3083.333333,1,D,Completed
8.0,5000,5000.0,2333.333333,1,,Completed
,1700,1698.43,2481.666667,0,,Defaulted
4.0,5000,5000.01,4166.666667,1,,Completed
,14150,14150.0,3880.25,1,,Completed
10.0,2000,2000.0,3875.0,1,A,Completed
,4500,4500.0,2500.0,1,,Completed
,9500,9500.0,3500.0,1,,Completed
,2800,2800.0,3041.666667,1,,Completed
7.0,2500,2500.0,12083.333333,1,D,Completed
,8200,8199.99,1916.666667,1,,Completed
,5000,4999.99,2500.0,1,,Completed
,6000,3649.68,1500.0,0,,Defaulted
,8000,3795.9,10000.0,0,,Defaulted
6.0,5000,4999.99,4333.333333,1,D,Completed
,9800,9800.0,2829.166667,1,,Completed
,3000,3000.0,6666.666667,1,,Completed
7.0,10000,10000.0,4583.333333,1,,Completed
,3250,3250.0,4833.333333,1,,Completed
,1500,1500.0,1258.0,1,,Completed
,24000,3408.92,10833.333333,0,,Defaulted
,2000,2019.9,3435.833333,1,,Completed
,1000,999.99,3580.0,1,,Completed
,1500,1500.0,2000.0,1,,Completed
4.0,4000,4000.0,4416.666667,1,E,Completed
9.0,10000,10000.0,5247.916667,1,AA,Completed
5.0,10000,10000.0,8333.333333,1,C,Completed
10.0,5000,5000.0,5000.0,1,,Completed
,5000,5000.0,5416.666667,1,,Completed
,12000,12000.0,16666.666667,1,,Completed
,20000,8802.81,18750.0,0,,Defaulted
4.0,4000,4000.0,18333.333333,1,HR,Completed
,3250,3250.0,2083.333333,1,,Completed
9.0,1000,1000.0,2342.083333,1,C,Completed
9.0,3500,3500.0,5000.0,1,C,Completed
,1000,0.0,2250.0,0,,Defaulted
8.0,1500,1500.0,2875.0,1,,Completed
4.0,2939,2939.12,5000.0,1,HR,Completed
4.0,13000,12999.99,5666.666667,1,C,Completed
5.0,5000,5000.0,1250.0,1,C,Completed
,5000,0.0,5774.333333,0,,Defaulted
,12000,12000.0,4250.0,1,,Completed
4.0,3000,3000.0,4416.666667,1,D,Completed
,10000,9999.98,2750.0,1,,Completed
10.0,1500,1500.01,3500.0,1,C,Completed
,2500,2500.0,5833.333333,1,,Completed
,1000,1000.05,2058.333333,1,,Completed
,2000,1605.87,3399.666667,0,,Defaulted
,4000,4000.0,4858.333333,1,,Completed
5.0,5000,4999.99,1200.0,1,D,Completed
,1600,1600.0,2004.166667,1,,Completed
8.0,8000,521.7,4583.333333,0,C,Defaulted
10.0,1000,1000.0,5833.333333,1,AA,Completed
9.0,1800,1800.0,2151.0,1,A,Completed
8.0,2000,1999.99,4282.916667,1,A,Completed
6.0,6000,6000.0,4500.0,1,D,Completed
,3000,2999.88,875.0,1,,Completed
9.0,3200,3200.01,5000.0,1,A,Completed
8.0,8000,8000.0,4166.666667,1,,Completed
,1200,1200.01,2000.0,1,,Completed
,2000,1999.86,5416.666667,1,,Completed
5.0,4000,3999.99,4750.0,1,HR,Completed
8.0,10000,798.9,3416.666667,0,,Defaulted
,10000,10000.0,4285.916667,1,,Completed
,6000,6000.0,5320.666667,1,,Completed
5.0,4000,4000.0,4166.666667,1,D,Completed
8.0,3000,3000.0,1166.666667,1,A,Completed
,12500,12500.01,4833.333333,1,,Completed
7.0,15000,257.45,3750.0,0,C,Defaulted
9.0,3500,3499.98,3750.0,1,A,Completed
,12000,10617.8,2821.0,0,,Defaulted
6.0,5000,5000.0,6000.0,1,D,Completed
,3500,3500.0,3583.333333,1,,Completed
3.0,6500,6500.0,3750.0,1,E,Completed
,7000,7000.0,5333.333333,1,,Completed
4.0,7500,7500.0,6666.666667,1,E,Completed
,15000,674.44,4833.333333,0,,Defaulted
,12000,12000.0,2260.25,1,,Completed
,2000,0.0,3833.333333,1,,Completed
8.0,1000,999.99,3333.333333,1,,Completed
2.0,4000,4000.0,5166.666667,1,E,Completed
8.0,2000,2000.0,1515.5,1,,Completed
3.0,3500,3500.0,2666.666667,1,HR,Completed
,1000,1000.0,0.0,1,,Completed
,4500,4500.0,4333.333333,1,,Completed
2.0,5000,4999.99,8333.333333,1,C,Completed
,1000,999.98,2721.333333,1,,Completed
6.0,7767,7767.29,3750.0,1,D,Completed
,10000,9999.72,8060.083333,1,,Completed
7.0,9000,9000.0,3650.0,1,D,Completed
,2000,160.43,5625.0,0,,Defaulted
,2800,2800.0,6000.0,1,,Completed
,5000,5000.01,2166.666667,1,,Completed
8.0,6000,6000.0,6083.333333,1,,Completed
8.0,3500,3500.0,6104.166667,1,,Completed
9.0,15000,15000.0,6083.333333,1,A,Completed
,3200,3200.0,6083.333333,1,,Completed
,1550,1550.0,3583.333333,1,,Completed
6.0,3500,3500.0,750.0,1,E,Completed
8.0,7500,7500.0,5000.0,1,,Completed
3.0,2000,1999.99,2250.0,1,HR,Completed
,5000,5000.0,10833.333333,1,,Completed
8.0,10000,10000.0,3583.333333,1,,Completed
,4000,4000.0,333.333333,1,,Completed
4.0,3000,3000.0,4333.333333,1,HR,Completed
,1200,1200.0,3333.333333,1,,Completed
,2000,2000.0,5000.0,1,,Completed
3.0,4000,4000.0,2666.666667,1,E,Completed
9.0,5000,5000.01,10000.0,1,AA,Completed
9.0,7000,7000.0,6250.0,1,A,Completed
7.0,5000,5000.0,5833.333333,1,D,Completed
,10000,10000.0,7083.333333,1,,Completed
,1000,1000.03,2916.666667,1,,Completed
,3000,3000.0,5333.333333,1,,Completed
,2800,2800.01,5416.666667,1,,Completed
5.0,4000,4000.01,6666.666667,1,HR,Completed
8.0,2000,2000.0,2000.0,1,,Completed
2.0,3000,3000.0,4166.666667,1,E,Completed
6.0,2500,2500.0,5583.333333,1,D,Completed
7.0,6500,6500.0,2083.333333,1,D,Completed
,10000,201.08,5833.333333,0,,Defaulted
,20000,4006.59,16666.666667,0,,Defaulted
,1000,1000.0,1458.333333,1,,Completed
,10000,9999.01,4166.666667,1,,Completed
,7000,7000.0,3666.666667,1,,Completed
,1000,1000.01,3333.333333,1,,Completed
,5000,5000.0,7416.666667,1,,Completed
,3000,3000.0,7333.333333,1,,Completed
,4000,4000.0,2583.333333,1,,Completed
,3000,2999.89,2250.0,1,,Completed
,5000,5000.0,1416.666667,1,,Completed
,2500,2500.0,3333.333333,1,,Completed
,2600,0.0,2250.0,0,,Defaulted
,13000,13000.0,3019.916667,1,,Completed
2.0,4000,4000.0,8333.333333,1,E,Completed
,25000,6082.9,2500.0,0,,Defaulted
9.0,2060,2060.0,4250.0,1,C,Completed
,3500,3500.0,4583.333333,1,,Completed
